Gene Set,Size,P Value,Description,Gene
GO:0070670,response to interleukin-4,3.5687,0.62569,MIR-1282
GO:0042092,type 2 immune response,3.6603,0.9109,MIR-1282
GO:0048010,vascular endothelial growth factor receptor signaling pathway,1.2892,0.50876,MIR-1323
GO:0001773,myeloid dendritic cell activation,-2.1631,<2.2e-16,MIR-1180
GO:0030101,natural killer cell activation,-2.2011,<2.2e-16,MIR-1180
GO:0002269,leukocyte activation involved in inflammatory response,-2.2233,<2.2e-16,MIR-1180
GO:0002683,negative regulation of immune system process,-2.263,<2.2e-16,MIR-1180
GO:0019882,antigen processing and presentation,-2.2803,<2.2e-16,MIR-1180
GO:0002521,leukocyte differentiation,-2.2954,<2.2e-16,MIR-1180
GO:0002526,acute inflammatory response,-2.3004,<2.2e-16,MIR-1180
GO:0006959,humoral immune response,-2.3227,<2.2e-16,MIR-1180
GO:0002697,regulation of immune effector process,-2.3568,<2.2e-16,MIR-1180
GO:0001818,negative regulation of cytokine production,-2.3617,<2.2e-16,MIR-1180
GO:0002285,lymphocyte activation involved in immune response,-2.4024,<2.2e-16,MIR-1180
GO:0001819,positive regulation of cytokine production,-2.4446,<2.2e-16,MIR-1180
GO:0002449,lymphocyte mediated immunity,-2.6074,<2.2e-16,MIR-1180
GO:0002764,immune response-regulating signaling pathway,-2.8252,<2.2e-16,MIR-1180
GO:0002250,adaptive immune response,1.9472,0.06849,MIR-1539
GO:0034340,response to type I interferon,1.7427,0.19246,MIR-1539
GO:0042113,B cell activation,1.7233,0.19794,MIR-1539
GO:0002200,somatic diversification of immune receptors,1.6847,0.22127,MIR-1539
GO:0042110,T cell activation,1.5378,0.2329,MIR-1539
GO:0002437,inflammatory response to antigenic stimulus,1.5188,0.23396,MIR-1539
GO:0002449,lymphocyte mediated immunity,1.5824,0.23432,MIR-1539
GO:0045088,regulation of innate immune response,1.4789,0.23492,MIR-1539
GO:0032634,interleukin-5 production,1.9326,0.52324,MIR-1469
GO:0032616,interleukin-13 production,1.8754,0.57835,MIR-1469
GO:0048536,spleen development,-2.7181,0.69466,MIR-1469
GO:0035924,cellular response to vascular endothelial growth factor stimulus,-2.7565,0.69974,MIR-1469
GO:0002526,acute inflammatory response,1.3643,0.761,MIR-1469
GO:0043276,anoikis,-1.1949,0.76204,MIR-1469
GO:0006959,humoral immune response,1.3645,0.76761,MIR-1469
GO:0001773,myeloid dendritic cell activation,-2.1366,<2.2e-16,MIR-1910
GO:0002269,leukocyte activation involved in inflammatory response,-2.1532,<2.2e-16,MIR-1910
GO:0002448,mast cell mediated immunity,-2.1537,<2.2e-16,MIR-1910
GO:0006959,humoral immune response,-2.1742,<2.2e-16,MIR-1910
GO:0002532,production of molecular mediator involved in inflammatory response,-2.1964,<2.2e-16,MIR-1910
GO:0002446,neutrophil mediated immunity,-2.2559,<2.2e-16,MIR-1910
GO:0002683,negative regulation of immune system process,-2.2609,<2.2e-16,MIR-1910
GO:0002285,lymphocyte activation involved in immune response,-2.281,<2.2e-16,MIR-1910
GO:0001818,negative regulation of cytokine production,-2.3051,<2.2e-16,MIR-1910
GO:0002521,leukocyte differentiation,-2.3282,<2.2e-16,MIR-1910
GO:0002526,acute inflammatory response,-2.4226,<2.2e-16,MIR-1910
GO:0002449,lymphocyte mediated immunity,-2.4276,<2.2e-16,MIR-1910
GO:0002697,regulation of immune effector process,-2.462,<2.2e-16,MIR-1910
GO:0002694,regulation of leukocyte activation,-2.5748,<2.2e-16,MIR-1910
GO:0002250,adaptive immune response,-2.6622,<2.2e-16,MIR-1910
GO:0002764,immune response-regulating signaling pathway,-2.7707,<2.2e-16,MIR-1910
GO:0035455,response to interferon-alpha,-1.636,0.076455,MIR-1908
GO:0035456,response to interferon-beta,-1.3887,0.26844,MIR-1908
GO:0032620,interleukin-17 production,-1.3611,0.27354,MIR-1908
GO:0034340,response to type I interferon,-1.3709,0.27639,MIR-1908
GO:0002448,mast cell mediated immunity,-1.531,0.29716,MIR-1283-1
GO:0006959,humoral immune response,-1.5362,0.30652,MIR-1283-1
GO:0035924,cellular response to vascular endothelial growth factor stimulus,-1.5362,0.32985,MIR-1283-1
GO:0071706,tumor necrosis factor superfamily cytokine production,-1.506,0.33638,MIR-1283-1
GO:0042116,macrophage activation,-1.5863,0.35815,MIR-1283-1
GO:0045576,mast cell activation,-1.4423,0.41887,MIR-1283-1
GO:0048536,spleen development,1.2039,0.75243,MIR-1283-1
GO:0032606,type I interferon production,1.2649,0.50481,MIR-1305
GO:0043276,anoikis,-1.2959,0.80928,MIR-548L
GO:0002694,regulation of leukocyte activation,1.0447,0.96774,MIR-548L
GO:0002440,production of molecular mediator of immune response,1.0597,0.97594,MIR-548L
GO:0001819,positive regulation of cytokine production,1.0726,0.98321,MIR-548L
GO:0006959,humoral immune response,2.2703,0.99339,MIR-548L
GO:0150076,neuroinflammatory response,-2.1093,0.00076389,MIR-1290
GO:0019882,antigen processing and presentation,-2.1167,0.00095487,MIR-1290
GO:0002446,neutrophil mediated immunity,-2.0533,0.0011458,MIR-1290
GO:0036230,granulocyte activation,-2.1001,0.0012732,MIR-1290
GO:0002269,leukocyte activation involved in inflammatory response,-2.0584,0.0014323,MIR-1290
GO:0002764,immune response-regulating signaling pathway,-2.1299,0.0019097,MIR-1290
GO:0032635,interleukin-6 production,-2.0088,0.0020833,MIR-1290
GO:0007159,leukocyte cell-cell adhesion,-1.9832,0.0032319,MIR-1290
GO:0042110,T cell activation,-1.9787,0.0033102,MIR-1290
GO:0050727,regulation of inflammatory response,-1.9498,0.0044561,MIR-1290
GO:0034341,response to interferon-gamma,-1.9553,0.0045356,MIR-1290
GO:0002521,leukocyte differentiation,-1.94,0.0046236,MIR-1290
GO:0001819,positive regulation of cytokine production,-1.931,0.0046875,MIR-1290
GO:0050900,leukocyte migration,-2.2206,<2.2e-16,MIR-1262
GO:0002521,leukocyte differentiation,-2.2215,<2.2e-16,MIR-1262
GO:0007159,leukocyte cell-cell adhesion,-2.2235,<2.2e-16,MIR-1262
GO:0071706,tumor necrosis factor superfamily cytokine production,-2.2313,<2.2e-16,MIR-1262
GO:1990868,response to chemokine,-2.2431,<2.2e-16,MIR-1262
GO:0042110,T cell activation,-2.2834,<2.2e-16,MIR-1262
GO:0032609,interferon-gamma production,-2.2899,<2.2e-16,MIR-1262
GO:0002250,adaptive immune response,-2.3328,<2.2e-16,MIR-1262
GO:0002449,lymphocyte mediated immunity,-2.337,<2.2e-16,MIR-1262
GO:0036230,granulocyte activation,-2.0642,0.00014066,MIR-1262
GO:0019882,antigen processing and presentation,-2.0778,0.00014770,MIR-1262
GO:0002694,regulation of leukocyte activation,-2.0986,0.00015547,MIR-1262
GO:0034341,response to interferon-gamma,-2.1181,0.00016411,MIR-1262
GO:0002764,immune response-regulating signaling pathway,-2.1229,0.00017376,MIR-1262
GO:0032615,interleukin-12 production,-2.1286,0.00018462,MIR-1262
GO:0032613,interleukin-10 production,-2.1385,0.00019693,MIR-1262
GO:0032637,interleukin-8 production,-2.1472,0.00021100,MIR-1262
GO:0002697,regulation of immune effector process,-2.0441,0.00038530,MIR-1262
GO:0045576,mast cell activation,-1.3275,0.77735,MIR-1237
GO:0010573,vascular endothelial growth factor production,-1.2487,0.93496,MIR-1237
GO:0032623,interleukin-2 production,-1.2522,0.96656,MIR-1237
GO:0002683,negative regulation of immune system process,-1.163,1.0,MIR-1237
GO:0034341,response to interferon-gamma,-2.0849,<2.2e-16,MIR-1227
GO:0007159,leukocyte cell-cell adhesion,-1.9216,0.011528,MIR-1227
GO:0070661,leukocyte proliferation,-1.877,0.011955,MIR-1227
GO:0002526,acute inflammatory response,-1.8878,0.012077,MIR-1227
GO:0002251,organ or tissue specific immune response,-1.8563,0.016907,MIR-1227
GO:0001819,positive regulation of cytokine production,-1.7596,0.026706,MIR-1227
GO:0032602,chemokine production,-1.7643,0.027505,MIR-1227
GO:0002269,leukocyte activation involved in inflammatory response,-1.7677,0.027752,MIR-1227
GO:1990868,response to chemokine,-1.7515,0.027813,MIR-1227
GO:0032620,interleukin-17 production,-1.7918,0.028545,MIR-1227
GO:0032637,interleukin-8 production,-1.7685,0.028706,MIR-1227
GO:0050900,leukocyte migration,-1.7853,0.029972,MIR-1227
GO:0042092,type 2 immune response,-1.7167,0.031594,MIR-1227
GO:0070741,response to interleukin-6,-1.6584,0.51083,MIR-1303
GO:0002251,organ or tissue specific immune response,-1.704,0.6264,MIR-1303
GO:0034341,response to interferon-gamma,-1.6185,0.63746,MIR-1303
GO:0035456,response to interferon-beta,-1.2834,0.65719,MIR-1303
GO:0035455,response to interferon-alpha,-1.4963,0.66415,MIR-1303
GO:0050900,leukocyte migration,-1.2839,0.66586,MIR-1303
GO:0030101,natural killer cell activation,-1.3403,0.6831,MIR-1303
GO:0050663,cytokine secretion,-1.4767,0.44294,MIR-1267
GO:0006925,inflammatory cell apoptotic process,-1.4404,0.49934,MIR-1267
GO:0002440,production of molecular mediator of immune response,-1.4412,0.51386,MIR-1267
GO:0002448,mast cell mediated immunity,0.18379,0.99687,MIR-1267
GO:0035455,response to interferon-alpha,0.25406,0.99761,MIR-1267
GO:0002244,hematopoietic progenitor cell differentiation,1.2256,1.0,MIR-1267
GO:0034341,response to interferon-gamma,1.1939,1.0,MIR-1267
GO:0001773,myeloid dendritic cell activation,-2.0808,<2.2e-16,MIR-1251
GO:0002440,production of molecular mediator of immune response,-2.1042,<2.2e-16,MIR-1251
GO:0002269,leukocyte activation involved in inflammatory response,-2.1447,<2.2e-16,MIR-1251
GO:0006959,humoral immune response,-2.1894,<2.2e-16,MIR-1251
GO:0002507,tolerance induction,-2.2163,<2.2e-16,MIR-1251
GO:0002285,lymphocyte activation involved in immune response,-2.2975,<2.2e-16,MIR-1251
GO:0002521,leukocyte differentiation,-2.3315,<2.2e-16,MIR-1251
GO:0001818,negative regulation of cytokine production,-2.3476,<2.2e-16,MIR-1251
GO:0002697,regulation of immune effector process,-2.3629,<2.2e-16,MIR-1251
GO:0002683,negative regulation of immune system process,-2.3668,<2.2e-16,MIR-1251
GO:0002532,production of molecular mediator involved in inflammatory response,-2.4167,<2.2e-16,MIR-1251
GO:0002694,regulation of leukocyte activation,-2.4699,<2.2e-16,MIR-1251
GO:0002446,neutrophil mediated immunity,-2.4932,<2.2e-16,MIR-1251
GO:0002449,lymphocyte mediated immunity,-2.5285,<2.2e-16,MIR-1251
GO:0002764,immune response-regulating signaling pathway,-2.5894,<2.2e-16,MIR-1251
GO:0002250,adaptive immune response,-2.6641,<2.2e-16,MIR-1251
GO:0034340,response to type I interferon,2.3128,<2.2e-16,MIR-320B-2
GO:0032606,type I interferon production,2.1685,0.00085427,MIR-320B-2
GO:0034341,response to interferon-gamma,1.97,0.0026849,MIR-320B-2
GO:0035455,response to interferon-alpha,1.9507,0.0029900,MIR-320B-2
GO:0002200,somatic diversification of immune receptors,1.8051,0.017313,MIR-320B-2
GO:0060759,regulation of response to cytokine stimulus,1.8084,0.017940,MIR-320B-2
GO:0070741,response to interleukin-6,1.7358,0.025365,MIR-320B-2
GO:0050663,cytokine secretion,-1.032,0.92493,MIR-548K
GO:0006925,inflammatory cell apoptotic process,1.3239,1.0,MIR-548K
GO:0002446,neutrophil mediated immunity,-2.095,<2.2e-16,MIR-513B
GO:0002764,immune response-regulating signaling pathway,-2.1177,<2.2e-16,MIR-513B
GO:0032615,interleukin-12 production,-2.1194,<2.2e-16,MIR-513B
GO:0002440,production of molecular mediator of immune response,-2.1206,<2.2e-16,MIR-513B
GO:0032609,interferon-gamma production,-2.1293,<2.2e-16,MIR-513B
GO:0002521,leukocyte differentiation,-2.1389,<2.2e-16,MIR-513B
GO:0002694,regulation of leukocyte activation,-2.1706,<2.2e-16,MIR-513B
GO:0036230,granulocyte activation,-2.1844,<2.2e-16,MIR-513B
GO:0071887,leukocyte apoptotic process,-2.2017,<2.2e-16,MIR-513B
GO:0002449,lymphocyte mediated immunity,-2.2345,<2.2e-16,MIR-513B
GO:0042113,B cell activation,-2.2404,<2.2e-16,MIR-513B
GO:1990868,response to chemokine,-2.2556,<2.2e-16,MIR-513B
GO:0007159,leukocyte cell-cell adhesion,-2.2939,<2.2e-16,MIR-513B
GO:0050900,leukocyte migration,-2.3104,<2.2e-16,MIR-513B
GO:0042110,T cell activation,-2.3676,<2.2e-16,MIR-513B
GO:0002250,adaptive immune response,-2.4922,<2.2e-16,MIR-513B
GO:0034341,response to interferon-gamma,2.4891,<2.2e-16,MIR-663B
GO:0032602,chemokine production,2.3701,<2.2e-16,MIR-663B
GO:0007159,leukocyte cell-cell adhesion,2.3461,<2.2e-16,MIR-663B
GO:0019882,antigen processing and presentation,2.3005,<2.2e-16,MIR-663B
GO:0032609,interferon-gamma production,2.263,<2.2e-16,MIR-663B
GO:0032637,interleukin-8 production,2.2594,<2.2e-16,MIR-663B
GO:0042110,T cell activation,2.2579,<2.2e-16,MIR-663B
GO:0002250,adaptive immune response,2.2313,<2.2e-16,MIR-663B
GO:0036230,granulocyte activation,2.2197,<2.2e-16,MIR-663B
GO:0001819,positive regulation of cytokine production,2.2123,<2.2e-16,MIR-663B
GO:0002446,neutrophil mediated immunity,2.1619,<2.2e-16,MIR-663B
GO:0002764,immune response-regulating signaling pathway,2.1579,<2.2e-16,MIR-663B
GO:0034340,response to type I interferon,2.1282,<2.2e-16,MIR-663B
GO:0002697,regulation of immune effector process,2.1222,<2.2e-16,MIR-663B
GO:0002440,production of molecular mediator of immune response,2.1093,<2.2e-16,MIR-663B
GO:0032635,interleukin-6 production,2.1054,<2.2e-16,MIR-663B
GO:0002449,lymphocyte mediated immunity,2.0919,<2.2e-16,MIR-663B
GO:0002521,leukocyte differentiation,2.0505,<2.2e-16,MIR-663B
GO:0002250,adaptive immune response,2.6075,<2.2e-16,MIR-548O
GO:0002449,lymphocyte mediated immunity,2.5126,<2.2e-16,MIR-548O
GO:0002764,immune response-regulating signaling pathway,2.4798,<2.2e-16,MIR-548O
GO:0007159,leukocyte cell-cell adhesion,2.4738,<2.2e-16,MIR-548O
GO:0002526,acute inflammatory response,2.4573,<2.2e-16,MIR-548O
GO:0002446,neutrophil mediated immunity,2.4527,<2.2e-16,MIR-548O
GO:0001819,positive regulation of cytokine production,2.4414,<2.2e-16,MIR-548O
GO:0002697,regulation of immune effector process,2.4271,<2.2e-16,MIR-548O
GO:0002694,regulation of leukocyte activation,2.4232,<2.2e-16,MIR-548O
GO:0002285,lymphocyte activation involved in immune response,2.4035,<2.2e-16,MIR-548O
GO:0002521,leukocyte differentiation,2.3279,<2.2e-16,MIR-548O
GO:0001818,negative regulation of cytokine production,2.2962,<2.2e-16,MIR-548O
GO:0002683,negative regulation of immune system process,2.2737,<2.2e-16,MIR-548O
GO:0002440,production of molecular mediator of immune response,2.2649,<2.2e-16,MIR-548O
GO:0002532,production of molecular mediator involved in inflammatory response,2.2595,<2.2e-16,MIR-548O
GO:0006959,humoral immune response,2.2371,<2.2e-16,MIR-548O
GO:0002448,mast cell mediated immunity,2.0683,<2.2e-16,MIR-548O
GO:0001773,myeloid dendritic cell activation,1.9811,<2.2e-16,MIR-548O
GO:0036230,granulocyte activation,-2.0866,0.00037414,MIR-320D-1
GO:0002446,neutrophil mediated immunity,-2.117,0.00074828,MIR-320D-1
GO:0019882,antigen processing and presentation,-1.801,0.0067345,MIR-320D-1
GO:0035455,response to interferon-alpha,1.7463,0.065013,MIR-320D-1
GO:0032606,type I interferon production,1.4558,0.26122,MIR-320D-1
GO:0002250,adaptive immune response,2.8201,<2.2e-16,MIR-548J
GO:0002449,lymphocyte mediated immunity,2.6824,<2.2e-16,MIR-548J
GO:0007159,leukocyte cell-cell adhesion,2.6066,<2.2e-16,MIR-548J
GO:0042110,T cell activation,2.4546,<2.2e-16,MIR-548J
GO:0032609,interferon-gamma production,2.4327,<2.2e-16,MIR-548J
GO:0002764,immune response-regulating signaling pathway,2.4206,<2.2e-16,MIR-548J
GO:0002697,regulation of immune effector process,2.4104,<2.2e-16,MIR-548J
GO:0032615,interleukin-12 production,2.4006,<2.2e-16,MIR-548J
GO:0045088,regulation of innate immune response,2.4003,<2.2e-16,MIR-548J
GO:0034341,response to interferon-gamma,2.3864,<2.2e-16,MIR-548J
GO:0002526,acute inflammatory response,2.3775,<2.2e-16,MIR-548J
GO:0036230,granulocyte activation,2.3457,<2.2e-16,MIR-548J
GO:0034612,response to tumor necrosis factor,2.342,<2.2e-16,MIR-548J
GO:0002446,neutrophil mediated immunity,2.3338,<2.2e-16,MIR-548J
GO:0042092,type 2 immune response,2.3195,<2.2e-16,MIR-548J
GO:0002694,regulation of leukocyte activation,2.2965,<2.2e-16,MIR-548J
GO:0001819,positive regulation of cytokine production,2.2853,<2.2e-16,MIR-548J
GO:0002448,mast cell mediated immunity,5.0105,0.36381,MIR-548E
GO:0150076,neuroinflammatory response,5.0439,0.38247,MIR-548E
GO:0002200,somatic diversification of immune receptors,5.0715,0.41254,MIR-548E
GO:0002269,leukocyte activation involved in inflammatory response,5.0844,0.52092,MIR-548E
GO:0032620,interleukin-17 production,4.5946,0.77224,MIR-548E
GO:0045576,mast cell activation,4.4866,0.7879,MIR-548E
GO:0032637,interleukin-8 production,0.67456,0.80443,MIR-548E
GO:0002269,leukocyte activation involved in inflammatory response,-2.027,<2.2e-16,MIR-181A-2
GO:0002507,tolerance induction,-2.0294,<2.2e-16,MIR-181A-2
GO:0001818,negative regulation of cytokine production,-2.1729,<2.2e-16,MIR-181A-2
GO:0002440,production of molecular mediator of immune response,-2.2172,<2.2e-16,MIR-181A-2
GO:0002285,lymphocyte activation involved in immune response,-2.2648,<2.2e-16,MIR-181A-2
GO:0002521,leukocyte differentiation,-2.2685,<2.2e-16,MIR-181A-2
GO:0002683,negative regulation of immune system process,-2.2791,<2.2e-16,MIR-181A-2
GO:0001773,myeloid dendritic cell activation,-2.3025,<2.2e-16,MIR-181A-2
GO:0002532,production of molecular mediator involved in inflammatory response,-2.3668,<2.2e-16,MIR-181A-2
GO:0002694,regulation of leukocyte activation,-2.4463,<2.2e-16,MIR-181A-2
GO:0002526,acute inflammatory response,-2.4975,<2.2e-16,MIR-181A-2
GO:0002446,neutrophil mediated immunity,-2.509,<2.2e-16,MIR-181A-2
GO:0006959,humoral immune response,-2.5139,<2.2e-16,MIR-181A-2
GO:0002449,lymphocyte mediated immunity,-2.5906,<2.2e-16,MIR-181A-2
GO:0002764,immune response-regulating signaling pathway,-2.5266,<2.2e-16,MIR-181A-2
GO:0002250,adaptive immune response,-2.7442,<2.2e-16,MIR-181A-2
GO:0098760,response to interleukin-7,-1.4828,0.10976,MIR-210
GO:0035456,response to interferon-beta,1.6045,0.15978,MIR-497
GO:1990868,response to chemokine,-2.1084,<2.2e-16,MIR-202
GO:0019882,antigen processing and presentation,-2.1287,<2.2e-16,MIR-202
GO:0002285,lymphocyte activation involved in immune response,-2.1331,<2.2e-16,MIR-202
GO:0002250,adaptive immune response,-2.1583,<2.2e-16,MIR-202
GO:0050900,leukocyte migration,-2.1607,<2.2e-16,MIR-202
GO:0007159,leukocyte cell-cell adhesion,-2.2282,<2.2e-16,MIR-202
GO:0042110,T cell activation,-2.2385,<2.2e-16,MIR-202
GO:0071887,leukocyte apoptotic process,-1.9963,0.00020296,MIR-202
GO:0042092,type 2 immune response,-1.956,0.00026474,MIR-202
GO:0002521,leukocyte differentiation,-1.957,0.00027677,MIR-202
GO:0042113,B cell activation,-1.9609,0.00028995,MIR-202
GO:0002694,regulation of leukocyte activation,-1.9831,0.00032047,MIR-202
GO:0036230,granulocyte activation,-1.9891,0.00035817,MIR-202
GO:0035455,response to interferon-alpha,1.7637,0.17957,MIR-202
GO:0035924,cellular response to vascular endothelial growth factor stimulus,1.7691,<2.2e-16,MIR-133A-1
GO:0001525,angiogenesis,1.7637,<2.2e-16,MIR-133A-1
GO:0050900,leukocyte migration,1.736,0.00048386,MIR-133A-1
GO:0035456,response to interferon-beta,1.9782,0.0046367,MIR-30D
GO:0034340,response to type I interferon,1.9174,0.0076505,MIR-30D
GO:0035455,response to interferon-alpha,1.7158,0.056747,MIR-30D
GO:0034341,response to interferon-gamma,1.5405,0.14469,MIR-30D
GO:0032615,interleukin-12 production,1.9295,<2.2e-16,MIR-217
GO:0050900,leukocyte migration,1.8924,<2.2e-16,MIR-217
GO:0001525,angiogenesis,1.8828,<2.2e-16,MIR-217
GO:0002250,adaptive immune response,1.8724,<2.2e-16,MIR-217
